gene1	gene2	correlation	p.adjusted
beta_lactam__CepS	kpnF	0.861899992	0
beta_lactam__cphA2	kpnF	0.861899992	0
beta_lactam__CepS	mdtA	0.861899992	0
beta_lactam__cphA2	mdtA	0.861899992	0
aminoglycoside__aadA6	ttgR	0.861899992	0
emrRsm	vancomycin__vanN	0.861899992	0
hasF	vancomycin__vanN	0.861899992	0
kpnF	vancomycin__vanN	0.861899992	0
mdtA	vancomycin__vanN	0.861899992	0
beta_lactam__CepS	ygiW	0.861899992	0
beta_lactam__cphA2	ygiW	0.861899992	0
vancomycin__vanN	ygiW	0.861899992	0
bcrA	fosfomycin__FosA7	0.862656377	0
fbpB	fosfomycin__FosC2	0.862656377	0
fosfomycin__FosC2	frnE	0.862656377	0
beta_lactam__CepS	hefC	0.862656377	0
beta_lactam__cphA2	hefC	0.862656377	0
fosfomycin__FosA7	mtrR	0.862656377	0
fosfomycin__FosC2	nixA	0.862656377	0
chloramphenicol__catA4	pcoC	0.862656377	0
fosfomycin__FosA5	pcoC	0.862656377	0
fosfomycin__FosA6	pcoC	0.862656377	0
fosfomycin__FosC2	srpA	0.862656377	0
bcrA	trimethoprim__dfrA26	0.862656377	0
mtrR	trimethoprim__dfrA26	0.862656377	0
hefC	vancomycin__vanN	0.862656377	0
fosfomycin__FosC2	yhcN	0.862656377	0
chloramphenicol__catB10	emrRsm	0.863034569	0
aminoglycoside__aadA14	fecD	0.863034569	0
beta_lactam__BcIII	fecD	0.863034569	0
adeT2	fosfomycin__FosA7	0.863034569	0
chloramphenicol__catB10	hasF	0.863034569	0
chloramphenicol__catB10	kpnF	0.863034569	0
chloramphenicol__catB10	mdtA	0.863034569	0
fosfomycin__FosA7	pmrB	0.863034569	0
emrRsm	quinolone__QnrB20	0.863034569	0
hasF	quinolone__QnrB20	0.863034569	0
kpnF	quinolone__QnrB20	0.863034569	0
mdtA	quinolone__QnrB20	0.863034569	0
hefC	quinolone__QnrE2	0.863034569	0
fosfomycin__FosA7	triC	0.863034569	0
adeT2	trimethoprim__dfrA26	0.863034569	0
pmrB	trimethoprim__dfrA26	0.863034569	0
triC	trimethoprim__dfrA26	0.863034569	0
emrRsm	vancomycin__vanYM	0.863034569	0
hasF	vancomycin__vanYM	0.863034569	0
kpnF	vancomycin__vanYM	0.863034569	0
mdtA	vancomycin__vanYM	0.863034569	0
chloramphenicol__catB10	ygiW	0.863034569	0
quinolone__QnrB20	ygiW	0.863034569	0
vancomycin__vanYM	ygiW	0.863034569	0
fbpB	fosfomycin__FosA7	0.863412761	0
bcrA	fosfomycin__FosC2	0.863412761	0
fosfomycin__FosA7	frnE	0.863412761	0
chloramphenicol__catB10	hefC	0.863412761	0
beta_lactam__BcI	marR	0.863412761	0
fosfomycin__FosC2	mtrR	0.863412761	0
fosfomycin__FosA7	nixA	0.863412761	0
aminoglycoside__aadA13	pcoC	0.863412761	0
beta_lactam__MAB	pcoC	0.863412761	0
hefC	quinolone__QnrB20	0.863412761	0
emrRsm	quinolone__QnrE2	0.863412761	0
hasF	quinolone__QnrE2	0.863412761	0
kpnF	quinolone__QnrE2	0.863412761	0
mdtA	quinolone__QnrE2	0.863412761	0
fosfomycin__FosA7	srpA	0.863412761	0
marR	streptothricin__SatA	0.863412761	0
aminoglycoside__aadA10	tbtA	0.863412761	0
aminoglycoside__aadA5	tbtA	0.863412761	0
pcoC	tetracycline__tetX6	0.863412761	0
pcoC	trimethoprim__dfrA12	0.863412761	0
fbpB	trimethoprim__dfrA26	0.863412761	0
frnE	trimethoprim__dfrA26	0.863412761	0
nixA	trimethoprim__dfrA26	0.863412761	0
srpA	trimethoprim__dfrA26	0.863412761	0
marR	vancomycin__vanYF	0.863412761	0
hefC	vancomycin__vanYM	0.863412761	0
marR	vancomycin__vanZF	0.863412761	0
quinolone__QnrE2	ygiW	0.863412761	0
fosfomycin__FosA7	yhcN	0.863412761	0
trimethoprim__dfrA26	yhcN	0.863412761	0
terA	trimethoprim__dfrA22	0.865831067	0
aminoglycoside__aadA27	fecD	0.866427575	0
kpnE	multidrug__qacE	0.866427575	0
gadX	quinolone__mfpA	0.866427575	0
multidrug__qacE	ychH	0.866427575	0
aminoglycoside__aadA27	emrRsm	0.866725829	0
aminoglycoside__aadA27	hasF	0.866725829	0
aminoglycoside__aadA27	kpnF	0.866725829	0
aminoglycoside__aadA27	mdtA	0.866725829	0
aminoglycoside__aadA27	ygiW	0.866725829	0
bepF	fosfomycin__FosA	0.867024083	0
terA	vancomycin__vanHO	0.867024083	0
emrRsm	fosfomycin__FosL1	0.867322337	0
fosfomycin__FosL1	hasF	0.867322337	0
fosfomycin__FosL1	kpnF	0.867322337	0
fosfomycin__FosL1	mdtA	0.867322337	0
tbtM	trimethoprim__dfrA26	0.867322337	0
fosfomycin__FosL1	ygiW	0.867322337	0
fecD	fosfomycin__FosL1	0.867620591	0
aminoglycoside__aadA27	hefC	0.867620591	0
fosfomycin__FosL1	hefC	0.867620591	0
beta_lactam__imiS	kmrA	0.867620591	0
ttgF	vancomycin__vanXI	0.867620591	0
aminoglycoside__aadA27	gadX	0.868217099	0
fosfomycin__FosL1	gadX	0.868217099	0
fecD	quinolone__mfpA	0.868217099	0
hefC	quinolone__mfpA	0.868217099	0
emrRsm	quinolone__mfpA	0.868515352	0
hasF	quinolone__mfpA	0.868515352	0
kpnF	quinolone__mfpA	0.868515352	0
mdtA	quinolone__mfpA	0.868515352	0
fosfomycin__FosC2	tbtM	0.868515352	0
quinolone__mfpA	ygiW	0.868515352	0
pcm	quinolone__lfrA	0.869554381	0
dsbC	multidrug__mdtL	0.869811107	0
nirB	tetracycline__tetX2	0.87029968	0
aminoglycoside__aadA7	hmrR	0.870398397	0
sdeX	tetracycline__tetA	0.870891742	0
beta_lactam__CepS	terA	0.87267847	0
beta_lactam__cphA2	terA	0.87267847	0
beta_lactam__CepS	ttgF	0.87267847	0
beta_lactam__cphA2	ttgF	0.87267847	0
terA	vancomycin__vanN	0.87267847	0
ttgF	vancomycin__vanN	0.87267847	0
arrB	fosfomycin__FosC2	0.873434854	0
quinolone__QnrE1	tbtA	0.873434854	0
aminoglycoside__aadA13	tehA	0.873434854	0
beta_lactam__MAB	tehA	0.873434854	0
chloramphenicol__catB10	terA	0.873434854	0
quinolone__QnrB20	terA	0.873434854	0
tehA	tetracycline__tetX6	0.873434854	0
tehA	trimethoprim__dfrA12	0.873434854	0
chloramphenicol__catB10	ttgF	0.873434854	0
quinolone__QnrB20	ttgF	0.873434854	0
terA	vancomycin__vanYM	0.873434854	0
ttgF	vancomycin__vanYM	0.873434854	0
cuiD	multidrug__mdtL	0.873534475	0
multidrug__qacA	qacR	0.873813046	0
chloramphenicol__catA4	tehA	0.873813046	0
fosfomycin__FosA5	tehA	0.873813046	0
fosfomycin__FosA6	tehA	0.873813046	0
quinolone__QnrE2	terA	0.873813046	0
quinolone__QnrE2	ttgF	0.873813046	0
bepC	vancomycin__vanD	0.87448043	0
kmrA	multidrug__qacE	0.875076938	0
chloramphenicol__catB3	cutC	0.875739053	0
beta_lactam__imiS	kpnE	0.876568208	0
beta_lactam__imiS	ychH	0.876568208	0
trimethoprim__dfrA22	yodD	0.876568208	0
bepC	fosfomycin__FosA7	0.876866462	0
baeS	multidrug__mdtH	0.882301172	0
aminoglycoside__aadA27	nikR	0.883359706	0
aminoglycoside__aadA27	robA	0.883359706	0
aminoglycoside__aadA27	dsbB	0.883726301	0
adeA	beta_lactam__blaF	0.884103588	0
beta_lactam__imiS	terB	0.884621063	0
bepF	vancomycin__vanC	0.884919317	0
beta_lactam__blaF	qacF	0.885591352	0
aminoglycoside__aadA27	lde	0.885814079	0
cmtR	vancomycin__vanHO	0.885814079	0
multidrug__bmr	yfmP	0.886112333	0
adeA	multidrug__qacE	0.891480903	0
aioE	multidrug__qacE	0.893270426	0
multidrug__qacE	qacF	0.894165188	0
beta_lactam__BcII	terB	0.894165188	0
chloramphenicol__catB11	terA	0.894463442	0
tunicamycin__tmrB	yfmP	0.894463442	0
aioE	aminoglycoside__aadS	0.897245501	0
aminoglycoside__aadS	mmco	0.897582284	0
quinolone__qepA	srpC	0.899864647	0
aminoglycoside__aadA27	mepC	0.900221028	0
chloramphenicol__catB11	nccB	0.90042852	0
ttgF	vancomycin__vanC	0.901919789	0
dsbB	fosfomycin__FosA	0.902218043	0
fosfomycin__FosA	lde	0.902218043	0
beta_lactam__BcII	terZ	0.902218043	0
cmtR	vancomycin__vanXI	0.902516297	0
multidrug__blt	yfmP	0.902516297	0
aminoglycoside__aadA7	oscA	0.904953101	0
aminoglycoside__aadA7	smeD	0.904953101	0
multidrug__mdtL	soxS	0.910768154	0
aminoglycoside__aadS	emrCsm	0.915508322	0
beta_lactam__blaF	pcoB	0.915935132	0
aminoglycoside__aadS	qacF	0.918942055	0
adeA	aminoglycoside__aadS	0.920429819	0
arsD	tetracycline__tetX1	0.922969512	0
beta_lactam__blaF	pcm	0.932794143	0
chloramphenicol__cmx	silC	0.932794143	0
aminoglycoside__aadS	eefA	0.933647764	0
multidrug__ParS	oscA	0.938459424	0
multidrug__ParS	smeD	0.938459424	0
terA	vancomycin__vanD	0.997025777	0
multidrug__qacE	ttgR	0.997686715	0
multidrug__qacE	tehA	0.998347654	0
adeT2	beta_lactam__CepS	0.99870158	0
adeT2	beta_lactam__cphA2	0.99870158	0
beta_lactam__CepS	pmrB	0.99870158	0
beta_lactam__cphA2	pmrB	0.99870158	0
bcrA	quinolone__QnrE2	0.99870158	0
mtrR	quinolone__QnrE2	0.99870158	0
beta_lactam__CepS	triC	0.99870158	0
beta_lactam__cphA2	triC	0.99870158	0
adeT2	vancomycin__vanN	0.99870158	0
pmrB	vancomycin__vanN	0.99870158	0
triC	vancomycin__vanN	0.99870158	0
bepF	fosfomycin__FosC2	0.999008592	0
beta_lactam__imiS	marR	0.999008592	0
fosfomycin__FosA7	terA	0.999339061	0
aminoglycoside__aadA4	chtS	0.999362245	0
beta_lactam__blaS1	chtS	0.999362245	0
beta_lactam__cphA7	chtS	0.999362245	0
chloramphenicol__catQ	chtS	0.999362245	0
chloramphenicol__cmlA4	chtS	0.999362245	0
chloramphenicol__cmlA5	chtS	0.999362245	0
aminoglycoside__aadA4	cueP	0.999362245	0
beta_lactam__blaS1	cueP	0.999362245	0
beta_lactam__cphA7	cueP	0.999362245	0
chloramphenicol__catQ	cueP	0.999362245	0
chloramphenicol__cmlA4	cueP	0.999362245	0
chloramphenicol__cmlA5	cueP	0.999362245	0
aminoglycoside__aadA16	eefX	0.999362245	0
chloramphenicol__catII	eefX	0.999362245	0
chloramphenicol__cmlB1	eefX	0.999362245	0
aminoglycoside__aadA4	emrK	0.999362245	0
beta_lactam__blaS1	emrK	0.999362245	0
beta_lactam__cphA7	emrK	0.999362245	0
chloramphenicol__catQ	emrK	0.999362245	0
chloramphenicol__cmlA4	emrK	0.999362245	0
chloramphenicol__cmlA5	emrK	0.999362245	0
aminoglycoside__aadA4	farB	0.999362245	0
beta_lactam__blaS1	farB	0.999362245	0
beta_lactam__cphA7	farB	0.999362245	0
chloramphenicol__catQ	farB	0.999362245	0
chloramphenicol__cmlA4	farB	0.999362245	0
chloramphenicol__cmlA5	farB	0.999362245	0
aminoglycoside__aadA16	farR	0.999362245	0
chloramphenicol__catII	farR	0.999362245	0
chloramphenicol__cmlB1	farR	0.999362245	0
eefX	fosfomycin__FosA4	0.999362245	0
farR	fosfomycin__FosA4	0.999362245	0
aminoglycoside__aadA16	mtrC	0.999362245	0
chloramphenicol__catII	mtrC	0.999362245	0
chloramphenicol__cmlB1	mtrC	0.999362245	0
fosfomycin__FosA4	mtrC	0.999362245	0
eefX	multidrug__CrcB	0.999362245	0
farR	multidrug__CrcB	0.999362245	0
mtrC	multidrug__CrcB	0.999362245	0
eefX	multidrug__efmA	0.999362245	0
farR	multidrug__efmA	0.999362245	0
mtrC	multidrug__efmA	0.999362245	0
aminoglycoside__aadA4	ncrY	0.999362245	0
beta_lactam__blaS1	ncrY	0.999362245	0
beta_lactam__cphA7	ncrY	0.999362245	0
chloramphenicol__catQ	ncrY	0.999362245	0
chloramphenicol__cmlA4	ncrY	0.999362245	0
chloramphenicol__cmlA5	ncrY	0.999362245	0
aminoglycoside__aadA16	nirD	0.999362245	0
chloramphenicol__catII	nirD	0.999362245	0
chloramphenicol__cmlB1	nirD	0.999362245	0
fosfomycin__FosA4	nirD	0.999362245	0
multidrug__CrcB	nirD	0.999362245	0
multidrug__efmA	nirD	0.999362245	0
aminoglycoside__aadA16	nmtR	0.999362245	0
chloramphenicol__catII	nmtR	0.999362245	0
chloramphenicol__cmlB1	nmtR	0.999362245	0
fosfomycin__FosA4	nmtR	0.999362245	0
multidrug__CrcB	nmtR	0.999362245	0
multidrug__efmA	nmtR	0.999362245	0
aminoglycoside__aadA4	pmrG	0.999362245	0
beta_lactam__blaS1	pmrG	0.999362245	0
beta_lactam__cphA7	pmrG	0.999362245	0
chloramphenicol__catQ	pmrG	0.999362245	0
chloramphenicol__cmlA4	pmrG	0.999362245	0
chloramphenicol__cmlA5	pmrG	0.999362245	0
chtS	quinolone__QnrB19	0.999362245	0
cueP	quinolone__QnrB19	0.999362245	0
emrK	quinolone__QnrB19	0.999362245	0
farB	quinolone__QnrB19	0.999362245	0
ncrY	quinolone__QnrB19	0.999362245	0
pmrG	quinolone__QnrB19	0.999362245	0
eefX	quinolone__QnrB21	0.999362245	0
farR	quinolone__QnrB21	0.999362245	0
mtrC	quinolone__QnrB21	0.999362245	0
nirD	quinolone__QnrB21	0.999362245	0
nmtR	quinolone__QnrB21	0.999362245	0
eefX	quinolone__QnrB25	0.999362245	0
farR	quinolone__QnrB25	0.999362245	0
mtrC	quinolone__QnrB25	0.999362245	0
nirD	quinolone__QnrB25	0.999362245	0
nmtR	quinolone__QnrB25	0.999362245	0
eefX	quinolone__QnrB27	0.999362245	0
farR	quinolone__QnrB27	0.999362245	0
mtrC	quinolone__QnrB27	0.999362245	0
nirD	quinolone__QnrB27	0.999362245	0
nmtR	quinolone__QnrB27	0.999362245	0
eefX	quinolone__QnrB28	0.999362245	0
farR	quinolone__QnrB28	0.999362245	0
mtrC	quinolone__QnrB28	0.999362245	0
nirD	quinolone__QnrB28	0.999362245	0
nmtR	quinolone__QnrB28	0.999362245	0
eefX	quinolone__QnrB30	0.999362245	0
farR	quinolone__QnrB30	0.999362245	0
mtrC	quinolone__QnrB30	0.999362245	0
nirD	quinolone__QnrB30	0.999362245	0
nmtR	quinolone__QnrB30	0.999362245	0
eefX	quinolone__QnrB33	0.999362245	0
farR	quinolone__QnrB33	0.999362245	0
mtrC	quinolone__QnrB33	0.999362245	0
nirD	quinolone__QnrB33	0.999362245	0
nmtR	quinolone__QnrB33	0.999362245	0
eefX	quinolone__QnrB35	0.999362245	0
farR	quinolone__QnrB35	0.999362245	0
mtrC	quinolone__QnrB35	0.999362245	0
nirD	quinolone__QnrB35	0.999362245	0
nmtR	quinolone__QnrB35	0.999362245	0
eefX	quinolone__QnrB37	0.999362245	0
farR	quinolone__QnrB37	0.999362245	0
mtrC	quinolone__QnrB37	0.999362245	0
nirD	quinolone__QnrB37	0.999362245	0
nmtR	quinolone__QnrB37	0.999362245	0
eefX	quinolone__QnrB4	0.999362245	0
farR	quinolone__QnrB4	0.999362245	0
mtrC	quinolone__QnrB4	0.999362245	0
nirD	quinolone__QnrB4	0.999362245	0
nmtR	quinolone__QnrB4	0.999362245	0
chtS	quinolone__QnrB5	0.999362245	0
cueP	quinolone__QnrB5	0.999362245	0
emrK	quinolone__QnrB5	0.999362245	0
farB	quinolone__QnrB5	0.999362245	0
ncrY	quinolone__QnrB5	0.999362245	0
pmrG	quinolone__QnrB5	0.999362245	0
eefX	quinolone__QnrB60	0.999362245	0
farR	quinolone__QnrB60	0.999362245	0
mtrC	quinolone__QnrB60	0.999362245	0
nirD	quinolone__QnrB60	0.999362245	0
nmtR	quinolone__QnrB60	0.999362245	0
eefX	quinolone__QnrB61	0.999362245	0
farR	quinolone__QnrB61	0.999362245	0
mtrC	quinolone__QnrB61	0.999362245	0
nirD	quinolone__QnrB61	0.999362245	0
nmtR	quinolone__QnrB61	0.999362245	0
eefX	quinolone__QnrB65	0.999362245	0
farR	quinolone__QnrB65	0.999362245	0
mtrC	quinolone__QnrB65	0.999362245	0
nirD	quinolone__QnrB65	0.999362245	0
nmtR	quinolone__QnrB65	0.999362245	0
eefX	quinolone__QnrB71	0.999362245	0
farR	quinolone__QnrB71	0.999362245	0
mtrC	quinolone__QnrB71	0.999362245	0
nirD	quinolone__QnrB71	0.999362245	0
nmtR	quinolone__QnrB71	0.999362245	0
eefX	quinolone__QnrB72	0.999362245	0
farR	quinolone__QnrB72	0.999362245	0
mtrC	quinolone__QnrB72	0.999362245	0
nirD	quinolone__QnrB72	0.999362245	0
nmtR	quinolone__QnrB72	0.999362245	0
eefX	quinolone__QnrB73	0.999362245	0
farR	quinolone__QnrB73	0.999362245	0
mtrC	quinolone__QnrB73	0.999362245	0
nirD	quinolone__QnrB73	0.999362245	0
nmtR	quinolone__QnrB73	0.999362245	0
eefX	quinolone__QnrB8	0.999362245	0
farR	quinolone__QnrB8	0.999362245	0
mtrC	quinolone__QnrB8	0.999362245	0
nirD	quinolone__QnrB8	0.999362245	0
nmtR	quinolone__QnrB8	0.999362245	0
eefX	quinolone__QnrD1	0.999362245	0
farR	quinolone__QnrD1	0.999362245	0
mtrC	quinolone__QnrD1	0.999362245	0
nirD	quinolone__QnrD1	0.999362245	0
nmtR	quinolone__QnrD1	0.999362245	0
eefX	quinolone__QnrD2	0.999362245	0
farR	quinolone__QnrD2	0.999362245	0
mtrC	quinolone__QnrD2	0.999362245	0
nirD	quinolone__QnrD2	0.999362245	0
nmtR	quinolone__QnrD2	0.999362245	0
eefX	quinolone__QnrS3	0.999362245	0
farR	quinolone__QnrS3	0.999362245	0
mtrC	quinolone__QnrS3	0.999362245	0
nirD	quinolone__QnrS3	0.999362245	0
nmtR	quinolone__QnrS3	0.999362245	0
eefX	quinolone__QnrS7	0.999362245	0
farR	quinolone__QnrS7	0.999362245	0
mtrC	quinolone__QnrS7	0.999362245	0
nirD	quinolone__QnrS7	0.999362245	0
nmtR	quinolone__QnrS7	0.999362245	0
aminoglycoside__aadA16	silF	0.999362245	0
chloramphenicol__catII	silF	0.999362245	0
chloramphenicol__cmlB1	silF	0.999362245	0
fosfomycin__FosA4	silF	0.999362245	0
multidrug__CrcB	silF	0.999362245	0
multidrug__efmA	silF	0.999362245	0
quinolone__QnrB21	silF	0.999362245	0
quinolone__QnrB25	silF	0.999362245	0
quinolone__QnrB27	silF	0.999362245	0
quinolone__QnrB28	silF	0.999362245	0
quinolone__QnrB30	silF	0.999362245	0
quinolone__QnrB33	silF	0.999362245	0
quinolone__QnrB35	silF	0.999362245	0
quinolone__QnrB37	silF	0.999362245	0
quinolone__QnrB4	silF	0.999362245	0
quinolone__QnrB60	silF	0.999362245	0
quinolone__QnrB61	silF	0.999362245	0
quinolone__QnrB65	silF	0.999362245	0
quinolone__QnrB71	silF	0.999362245	0
quinolone__QnrB72	silF	0.999362245	0
quinolone__QnrB73	silF	0.999362245	0
quinolone__QnrB8	silF	0.999362245	0
quinolone__QnrD1	silF	0.999362245	0
quinolone__QnrD2	silF	0.999362245	0
quinolone__QnrS3	silF	0.999362245	0
quinolone__QnrS7	silF	0.999362245	0
aminoglycoside__aadA4	tbtR	0.999362245	0
beta_lactam__blaS1	tbtR	0.999362245	0
beta_lactam__cphA7	tbtR	0.999362245	0
chloramphenicol__catQ	tbtR	0.999362245	0
chloramphenicol__cmlA4	tbtR	0.999362245	0
chloramphenicol__cmlA5	tbtR	0.999362245	0
quinolone__QnrB19	tbtR	0.999362245	0
quinolone__QnrB5	tbtR	0.999362245	0
aminoglycoside__aadA4	triA	0.999362245	0
beta_lactam__blaS1	triA	0.999362245	0
beta_lactam__cphA7	triA	0.999362245	0
chloramphenicol__catQ	triA	0.999362245	0
chloramphenicol__cmlA4	triA	0.999362245	0
chloramphenicol__cmlA5	triA	0.999362245	0
quinolone__QnrB19	triA	0.999362245	0
quinolone__QnrB5	triA	0.999362245	0
chtS	trimethoprim__dfrA18	0.999362245	0
cueP	trimethoprim__dfrA18	0.999362245	0
emrK	trimethoprim__dfrA18	0.999362245	0
farB	trimethoprim__dfrA18	0.999362245	0
ncrY	trimethoprim__dfrA18	0.999362245	0
pmrG	trimethoprim__dfrA18	0.999362245	0
tbtR	trimethoprim__dfrA18	0.999362245	0
triA	trimethoprim__dfrA18	0.999362245	0
chtS	trimethoprim__dfrA5	0.999362245	0
cueP	trimethoprim__dfrA5	0.999362245	0
emrK	trimethoprim__dfrA5	0.999362245	0
farB	trimethoprim__dfrA5	0.999362245	0
ncrY	trimethoprim__dfrA5	0.999362245	0
pmrG	trimethoprim__dfrA5	0.999362245	0
tbtR	trimethoprim__dfrA5	0.999362245	0
triA	trimethoprim__dfrA5	0.999362245	0
sulfonamide__sul3	troD	0.999362245	0
aminoglycoside__aadA4	ttgT	0.999362245	0
beta_lactam__blaS1	ttgT	0.999362245	0
beta_lactam__cphA7	ttgT	0.999362245	0
chloramphenicol__catQ	ttgT	0.999362245	0
chloramphenicol__cmlA4	ttgT	0.999362245	0
chloramphenicol__cmlA5	ttgT	0.999362245	0
quinolone__QnrB19	ttgT	0.999362245	0
quinolone__QnrB5	ttgT	0.999362245	0
trimethoprim__dfrA18	ttgT	0.999362245	0
trimethoprim__dfrA5	ttgT	0.999362245	0
chtS	vancomycin__vanE	0.999362245	0
cueP	vancomycin__vanE	0.999362245	0
emrK	vancomycin__vanE	0.999362245	0
farB	vancomycin__vanE	0.999362245	0
ncrY	vancomycin__vanE	0.999362245	0
pmrG	vancomycin__vanE	0.999362245	0
tbtR	vancomycin__vanE	0.999362245	0
triA	vancomycin__vanE	0.999362245	0
ttgT	vancomycin__vanE	0.999362245	0
eefX	vancomycin__vanTG	0.999362245	0
farR	vancomycin__vanTG	0.999362245	0
mtrC	vancomycin__vanTG	0.999362245	0
nirD	vancomycin__vanTG	0.999362245	0
nmtR	vancomycin__vanTG	0.999362245	0
silF	vancomycin__vanTG	0.999362245	0
aminoglycoside__aadA16	vceC	0.999362245	0
chloramphenicol__catII	vceC	0.999362245	0
chloramphenicol__cmlB1	vceC	0.999362245	0
fosfomycin__FosA4	vceC	0.999362245	0
multidrug__CrcB	vceC	0.999362245	0
multidrug__efmA	vceC	0.999362245	0
quinolone__QnrB21	vceC	0.999362245	0
quinolone__QnrB25	vceC	0.999362245	0
quinolone__QnrB27	vceC	0.999362245	0
quinolone__QnrB28	vceC	0.999362245	0
quinolone__QnrB30	vceC	0.999362245	0
quinolone__QnrB33	vceC	0.999362245	0
quinolone__QnrB35	vceC	0.999362245	0
quinolone__QnrB37	vceC	0.999362245	0
quinolone__QnrB4	vceC	0.999362245	0
quinolone__QnrB60	vceC	0.999362245	0
quinolone__QnrB61	vceC	0.999362245	0
quinolone__QnrB65	vceC	0.999362245	0
quinolone__QnrB71	vceC	0.999362245	0
quinolone__QnrB72	vceC	0.999362245	0
quinolone__QnrB73	vceC	0.999362245	0
quinolone__QnrB8	vceC	0.999362245	0
quinolone__QnrD1	vceC	0.999362245	0
quinolone__QnrD2	vceC	0.999362245	0
quinolone__QnrS3	vceC	0.999362245	0
quinolone__QnrS7	vceC	0.999362245	0
vancomycin__vanTG	vceC	0.999362245	0
aminoglycoside__aadA16	vceR	0.999362245	0
chloramphenicol__catII	vceR	0.999362245	0
chloramphenicol__cmlB1	vceR	0.999362245	0
fosfomycin__FosA4	vceR	0.999362245	0
multidrug__CrcB	vceR	0.999362245	0
multidrug__efmA	vceR	0.999362245	0
quinolone__QnrB21	vceR	0.999362245	0
quinolone__QnrB25	vceR	0.999362245	0
quinolone__QnrB27	vceR	0.999362245	0
quinolone__QnrB28	vceR	0.999362245	0
quinolone__QnrB30	vceR	0.999362245	0
quinolone__QnrB33	vceR	0.999362245	0
quinolone__QnrB35	vceR	0.999362245	0
quinolone__QnrB37	vceR	0.999362245	0
quinolone__QnrB4	vceR	0.999362245	0
quinolone__QnrB60	vceR	0.999362245	0
quinolone__QnrB61	vceR	0.999362245	0
quinolone__QnrB65	vceR	0.999362245	0
quinolone__QnrB71	vceR	0.999362245	0
quinolone__QnrB72	vceR	0.999362245	0
quinolone__QnrB73	vceR	0.999362245	0
quinolone__QnrB8	vceR	0.999362245	0
quinolone__QnrD1	vceR	0.999362245	0
quinolone__QnrD2	vceR	0.999362245	0
quinolone__QnrS3	vceR	0.999362245	0
quinolone__QnrS7	vceR	0.999362245	0
vancomycin__vanTG	vceR	0.999362245	0
quinolone__QnrS2	vmeE	0.999362245	0
trimethoprim__dfrA35	vmeE	0.999362245	0
quinolone__QnrS2	vpoC	0.999362245	0
trimethoprim__dfrA35	vpoC	0.999362245	0
aminoglycoside__aadA16	ydeI	0.999362245	0
chloramphenicol__catII	ydeI	0.999362245	0
chloramphenicol__cmlB1	ydeI	0.999362245	0
fosfomycin__FosA4	ydeI	0.999362245	0
multidrug__CrcB	ydeI	0.999362245	0
multidrug__efmA	ydeI	0.999362245	0
quinolone__QnrB21	ydeI	0.999362245	0
quinolone__QnrB25	ydeI	0.999362245	0
quinolone__QnrB27	ydeI	0.999362245	0
quinolone__QnrB28	ydeI	0.999362245	0
quinolone__QnrB30	ydeI	0.999362245	0
quinolone__QnrB33	ydeI	0.999362245	0
quinolone__QnrB35	ydeI	0.999362245	0
quinolone__QnrB37	ydeI	0.999362245	0
quinolone__QnrB4	ydeI	0.999362245	0
quinolone__QnrB60	ydeI	0.999362245	0
quinolone__QnrB61	ydeI	0.999362245	0
quinolone__QnrB65	ydeI	0.999362245	0
quinolone__QnrB71	ydeI	0.999362245	0
quinolone__QnrB72	ydeI	0.999362245	0
quinolone__QnrB73	ydeI	0.999362245	0
quinolone__QnrB8	ydeI	0.999362245	0
quinolone__QnrD1	ydeI	0.999362245	0
quinolone__QnrD2	ydeI	0.999362245	0
quinolone__QnrS3	ydeI	0.999362245	0
quinolone__QnrS7	ydeI	0.999362245	0
vancomycin__vanTG	ydeI	0.999362245	0
aminoglycoside__aadA16	yjaA	0.999362245	0
chloramphenicol__catII	yjaA	0.999362245	0
chloramphenicol__cmlB1	yjaA	0.999362245	0
fosfomycin__FosA4	yjaA	0.999362245	0
multidrug__CrcB	yjaA	0.999362245	0
multidrug__efmA	yjaA	0.999362245	0
quinolone__QnrB21	yjaA	0.999362245	0
quinolone__QnrB25	yjaA	0.999362245	0
quinolone__QnrB27	yjaA	0.999362245	0
quinolone__QnrB28	yjaA	0.999362245	0
quinolone__QnrB30	yjaA	0.999362245	0
quinolone__QnrB33	yjaA	0.999362245	0
quinolone__QnrB35	yjaA	0.999362245	0
quinolone__QnrB37	yjaA	0.999362245	0
quinolone__QnrB4	yjaA	0.999362245	0
quinolone__QnrB60	yjaA	0.999362245	0
quinolone__QnrB61	yjaA	0.999362245	0
quinolone__QnrB65	yjaA	0.999362245	0
quinolone__QnrB71	yjaA	0.999362245	0
quinolone__QnrB72	yjaA	0.999362245	0
quinolone__QnrB73	yjaA	0.999362245	0
quinolone__QnrB8	yjaA	0.999362245	0
quinolone__QnrD1	yjaA	0.999362245	0
quinolone__QnrD2	yjaA	0.999362245	0
quinolone__QnrS3	yjaA	0.999362245	0
quinolone__QnrS7	yjaA	0.999362245	0
vancomycin__vanTG	yjaA	0.999362245	0
aminoglycoside__aadA4	zraP	0.999362245	0
beta_lactam__blaS1	zraP	0.999362245	0
beta_lactam__cphA7	zraP	0.999362245	0
chloramphenicol__catQ	zraP	0.999362245	0
chloramphenicol__cmlA4	zraP	0.999362245	0
chloramphenicol__cmlA5	zraP	0.999362245	0
